sku_id,machine_family,machine_type,vcpus,memory,cpu_arch,region,region_code,zone,os,network_tier,price_model,on_demand_hourly_usd,spot_hourly_usd,sustained_use_discount_eligible,cud_1yr_discount,cud_3yr_discount,preemptible_available,effective_date,currency,boot_disk_type,boot_disk_gb,local_ssd_count,local_ssd_total_gb,gpu_model,gpu_count,gpu_hourly_usd,egress_destination,egress_gb,egress_unit_price_usd,billing_frequency,usage_hours_month,monthly_cost_estimate_usd,price_source,feedback
SKU-0E8FD76DE171,n2d,n2dstandard96,96 vCPU,384,x86_64,europe-north1,europe_north1,Europe North1 F ,SUSE,STANDARD,on-demand,"5,4284",$0.9358,False,,0.57,YES,2023/07/22,EUR,pd-ssd,50GB,4,,NVIDIA_L4,1.0,"€0,5381",same-continent,100,0.0774,Per_Second,720,3967.15,Manual,Poor price-to-performance ratio
SKU-DB702F2549E3,C3,c3 HIGHCPU 64,64,64,x86_64,Us West1,us-west1,Us West1 B ,Linux,Premium,on_demand,,"€0,69",, 25 % ,0.57,N,2025-05-25,€,pd_standard,50,2,,,0.0,0,same-continent,1000,0.0787,per minute,approx 500,$2291.08,Pricing table,Very satisfied with the pricing and performance
SKU-8F68667AEFF1,e2,e2-standard-64,64 vCPU,256,X86-64,Europe West (Netherlands),europe-west4,europe-west4-d,Linux,Standard,on_demand,$2.1577,,no,,57%,1,04/11/2023,€,pd_balanced,25,0,,,0.0,,australia,50,0.20 USD/GB,per minute,519,$1132.19,Manual,Adequate pricing for the resources
SKU-5E8746DF9D8D,e2,e2-highcpu-16,16,16 GB,X86-64,Taiwan,asia-east1,ASIA-EAST1-A,linux,Premium,on-demand,0.4271,$0.1328,0,,57%,True,10/19/2025,EUR,PD-BALANCED,50,1,,,0.0,,same-region,up to 500GB,0.0098,per-second,approx 500,"292,01 USD",Manual,Satisfied with the cost and performance
SKU-5E6F93E424C2,e2,e2-highmem-96,96,768 GB,X86-64,asia_east1,ASIA-EAST1,asiaeast1a,SUSE,premium ,on-demand,"€5,5225",1.1788,true,,0.5,False,25-09-2023,EUR,pd_ssd,10,0,,,0.0,0,same-continent,200,0.0783,per minute,720,,Pricing API,"Good value proposition, worth the investment"
SKU-A049BF2A3351,N2D,N2D HIGHMEM 96,96,768GB,X86-64,Europe West (Netherlands),EUROPE-WEST4,Europe West4 D ,Windows Server 2019,Premium,OnDemand,9.0624,US$ 1.8955,0,0.2,57%,0,2023-05-09,usd,pd_ssd,50,2,,,0.0,0,same-region,500,"0,0104 /GB",per minute,730,$6629.27,Calculator,Satisfied with the cost and performance
SKU-E5B96BAB17DF,n2d,n2d HIGHCPU 96,96,96,x86_64,Australia Southeast1,australia-southeast1,australiasoutheast1c,RHEL,premium ,OnDemand,4.7232,,0, 25 % ,,YES,04/01/2024,US$,pd-ssd,50,4,,,,0,same-continent,100,0.0784,per minute,571,,Pricing table,Great pricing for the compute power
SKU-57FB5990489C,n2d,n2d-highcpu-4,4,4,arm64,NORTHAMERICA-NORTHEAST1,northamerica-northeast1,Northamerica Northeast1 F ,linux,STANDARD,OnDemand,0.145,0.0318,YES, 25 % ,,no,2023-05-10,EUR,pd-standard, 25gb ,0,,,0.0,,intercontinental,up to 50GB,"€0,1246/GB",Per_Second,720,$116.32,Calculator,Great price point for the resources provided
SKU-3D6F5621383E,n2,n2-standard-32, 32vcpus ,128 GiB,arm64,Us East4,US-EAST4,us-east4-e,Windows Server 2022,premium ,on_demand,2.324,$1.0149,0,0.2,,True,2025-01-18,€,pd-standard,25 GB,1,,,,0,china,up to 1000GB,0.2292,per minute,506,$1406.13,Calculator,Acceptable cost for the specifications
SKU-57706791351A,A2,a2-highcpu-64,64,128,x86_64,europe-north1,europe_north1,europe-north1-c,Linux,premium ,on_demand,"3,7527",0.9016,False,0.2,0.57,no,21-07-2024,usd,PD-BALANCED,100,0,,,0.0,,intercontinental,up to 500GB,0.1143,per-second,varies,$2769.12,Manual,Pricing is unreasonable
SKU-AFC9962ABAD1,t2d,t2dstandard8,8,32 GB,x86_64,southamerica-east1,southamerica_east1,southamerica-east1-c,Windows Server 2019,Premium,on-demand,0.5597,$0.1237,N,,,0,2023/10/10,US$,pd-balanced,50,0,,,0.0,,same-continent,up to 10GB,0.08 USD/GB,hourly,543,$309.77,Pricing table,Too expensive for what you get
SKU-18A6750FBF38,n1,n1 STANDARD 4 ,4,15GiB,arm64,europe-north1 ,europe-north1,europenorth1e ,Linux,Standard,OnDemand,0.1921,0.0297 USD,1,0.3,0.5,False,12/26/2024,US$,PD-STANDARD,25 GB,0,2x375,,0.0,,same-region,50,"0,0098 /GB",per_second,720,139.81,Pricing table,Too expensive for what you get
SKU-788DCA59805E,n1,n1-highmem-96,96,624.0,x86_64,us_east4,US-EAST4,Us East4 E ,Windows Server 2022,STANDARD,OnDemand,US$ 7.4787,US$ 1.9362,YES,25%,,,04-07-2025,usd,pd-standard,25 GB,1,2x375,,0.0,,intercontinental,500,0.12 USD/GB,per_second,519,,Pricing API,Fair value proposition
SKU-5542C7DCE8B9,a2,a2highmem4, 4vcpus ,64,x86_64,europe_north1,EUROPE-NORTH1,europe-north1-a,RHEL,Premium,on-demand,$0.6286,0.1124 USD,1,20%,,,15-01-2024,€,PD-STANDARD,50 GB,4,2x375,,0.0,0,same-region,100,0.01 USD/GB,Per_Second,varies,"419,11 USD",Pricing API,Expensive compared to alternatives
SKU-42704BD6FB7B,c2,c2-standard-2, 2vcpus ,8,x86_64,asia-east1,asia-east1,asiaeast1c,linux,STANDARD,on-demand,0.1225,$0.0297,YES,0.25,,YES,2024/07/01,EUR,pd_balanced,25,1,,,,0,same-region,50,"€0,0098/GB",hourly,730,84.99,Pricing table,Very satisfied with the pricing and performance
SKU-EA6581F925F4,c2,c2-highmem-96,96 vCPU,768,x86_64,US-EAST1,us_east1,US-EAST1-F,linux,Standard,OnDemand,6.8766,2.2866,N,30%, 45 % ,1,26/03/2024,EUR,pd_balanced,100 GB,1,,,0.0,0,intercontinental,500,0.1185,per-second,730,,Pricing table,"Excellent value for money, great performance to cost ratio"
SKU-C09964C24ACD,n1, n1-highcpu-16 ,16,14.4,x86_64,europe-west4,EUROPE-WEST4,europe-west4-e,linux,Premium,on_demand,0.5876,$0.1216,0,0.2,,False,2025-06-24,€,pd_balanced,100,1,,,0.0,0,china,10,0.219,per minute,336,$209.62,Manual,Standard pricing structure
SKU-E79AE9C8D489,c2,c2 HIGHMEM 32,32 vCPU,256,arm64,us-east1,us-east1,US-EAST1-C,SUSE,Standard,on-demand,US$ 2.4375,1.0287,true,0.2,57%,1,22-01-2023,usd,pd_standard,25 GB,0,2x375,,0.0,0,china,100,0.2207,hourly,395,,Pricing table,Excellent performance at a reasonable price
SKU-0E7138BDA619,c3,c3-standard-4,4 vCPU,16,x86_64,me_central1,me-central1,me-central1-f,Windows Server 2022,premium ,OnDemand,0.3773,0.1153 USD,true, 25 % ,50%,True,2025-03-10,US$,PD-BALANCED,25,0,375,,,0,australia,1000,"0,1887 /GB",per-second,varies,$462.92,Manual,Cost is too high for the performance
SKU-48509D2DE5F3,e2,e2-highmem-96,96,768,X86-64,Taiwan,ASIA-EAST1,asia-east1-f,Windows Server 2022,Standard,on_demand,$7.1172,,0,30%, 50 % ,,2025/04/15,€,PD-BALANCED,50,2,,,0.0,0,same-continent,100,"0,0764 /GB",hourly,730,"4791,57 USD",Manual,"Affordable and reliable, highly recommended"
SKU-CC0FF682B24C,n1,n1standard8 , 8vcpus ,30.0 GB,arm64,Finland ,europe-north1,europe-north1-b ,RHEL,STANDARD,on_demand,,0.1356,1,0.3,0.57,true,2024/04/26,usd,PD-SSD,25,2,0,NVIDIA_K80,1.0,$0.2185,china,10,$0.219/GB,hourly,244,$166.56,Calculator,"Not worth the price, overpriced"
SKU-CF0406B8B2D1,C2,c2-standard-32, 32vcpus ,128,x86_64,us-east1,US-EAST1,us-east1-a,Windows Server 2019,premium ,on_demand,,0.5681,YES,, 57 % ,True,05-10-2024,EUR,pd-standard,100GB,2,0,,0.0,,intercontinental,50,0.12 USD/GB,hourly,720,1623.34,Pricing table,"Standard pricing, no complaints"
SKU-413564F1D66A,n2,n2-highcpu-64,64,64,X86-64,southamerica_east1,southamerica-east1,southamerica-east1-d,Windows Server 2019,Premium,OnDemand,"4,3372","€1,7196",YES,20%,0.5,true,2023/09/28,EUR,PD-BALANCED, 25gb ,0,,,,,australia,200,0.20 USD/GB,per-second,720,"3164,59 USD",Manual,Great price point for the resources provided
SKU-68B9E09812C0,e2,e2HIGHCPU96,96, 96GB ,x86_64,US East (N. Virginia),us_east4,us-east4-f,Linux,STANDARD,OnDemand,2.529,$1.0886,0,0.25,45%,False,03-01-2023,EUR,pd-ssd,100,0,,,,0,same-continent,50,0.0821,per_second,,,Pricing table,"Moderate cost, suitable for most use cases"
SKU-D9AB7CAB433D,c2,C2 HIGHCPU 2,2 vCPU,2,X86-64,us-central1,us_central1,us-central1-a,Windows Server 2019,Premium,on-demand,"0,1236","€0,0395",0, 20 % ,57%,true,2025/03/08,€,pd-ssd,100,0,375,NVIDIA_A100_80GB,4.0,"17,9690",intercontinental,200,"€0,1161/GB",hourly,730,,Pricing table,Cost is too high for the performance
SKU-009B950E35E9,t2d,t2d-standard-2,2 vCPU,8 GB,x86_64,EUROPE-NORTH1,EUROPE-NORTH1,europenorth1b,Windows Server 2022,STANDARD,on-demand,0.1232,"€0,031",0,, 57 % ,False,29-06-2023,€,pd_standard,25,1,,,0.0,,same-continent,up to 50GB,0.08 USD/GB,Per_Second,730,$87.55,Manual,"Good value, meets our requirements perfectly"
SKU-7ACBC0A0E26B,n2d,n2d-highmem-32,32 vCPU,256,X86-64,SOUTHAMERICA-EAST1,southamerica-east1,Southamerica East1 D ,linux,STANDARD,on-demand,"2,5607",US$ 0.5873,YES,0.25,0.57,False,22/02/2023,usd,pd-balanced,25,0,,,0.0,,australia,500,0.1959,hourly,563,$1564.91,Calculator,Great deal for the resources allocated
SKU-09077AC4DFD1,c2,c2-standard-96,96 vCPU,384,arm64,us-central1,US-CENTRAL1,US-CENTRAL1-C,SUSE,Standard,OnDemand,5.9102 USD,2.2636 USD,True,25%, 50 % ,False,2023/04/14,EUR,pd_ssd,10GB,2,,NVIDIA_T4,1.0,"€0,3742",intercontinental,1000,"0,1251 /GB",Per_Second,720,4279.37,Manual,Pricing is competitive
SKU-5FE43CF2C1CA,c2,c2HIGHMEM8,8 vCPU,64,x86_64,europe_north1,europe-north1,EUROPE-NORTH1-F,RHEL,STANDARD,OnDemand,0.6646,,YES,20%,0.57,False,09-04-2025,USD,PD-BALANCED,100 GB,1,,,,,china,50,$0.234/GB,Per_Second,730,,Pricing API,Very cost-effective for our use case
SKU-2965DB82832D,a2,a2-standard-8,8 vCPU,96,X86-64,us-central1,us_central1,uscentral1d,SUSE,Premium,on_demand,0.9726,$0.4064,,,0.5,1,26/09/2025,usd,pd_standard,25GB,2,,,0.0,,china,100,$0.241/GB,Per_Second,548,$558.03,Calculator,"Fair price point, meets expectations"
SKU-DB460F35AD72,c3,c3-highmem-8,8 vCPU,64,arm64,Sydney,AUSTRALIA-SOUTHEAST1,australia-southeast1-a,RHEL,Premium,on-demand,$0.8066,$0.1569,YES, 25 % ,57%,1,2025/09/27,usd,pd-balanced,100,0,,,,0,same-continent,up to 50GB,0.08 USD/GB,Per_Second,720,"594,82 USD",Manual,Too expensive for what you get
SKU-DC8CF878C95F,n2,n2-highmem-4,4,32,arm64,Us Central1,us_central1,US-CENTRAL1-D,RHEL,STANDARD,on_demand,0.3089,0.1155,False,,,1,24/02/2025,€,pd_balanced,25GB,4,,NVIDIA_V100,1.0,2.3868,intercontinental,up to 500GB,0.1219,hourly,720,,Manual,Overpriced for the specifications
SKU-E3C19C9AF8A2,a2,a2-standard-32,32,384,X86-64,asia-southeast1,asia-southeast1,asia-southeast1-e,Linux,Premium,on_demand,,$0.7866,False,25%,45%,1,2025-05-31,€,PD-BALANCED,25GB,4,,,0.0,,same-continent,up to 100GB,"€0,0832/GB",per_second,720,,Manual,"Good value, meets our requirements perfectly"
SKU-1984BE08223E,e2,e2 STANDARD 8, 8vcpus , 32GB ,x86_64,Montréal,northamerica-northeast1,Northamerica Northeast1 E ,linux,Premium,OnDemand,$0.2800,"0,1052",no,,,True,2025-01-01,US$,PD-BALANCED,25,1,375,NVIDIA_L4,4.0,2.3512,same-continent,500,0.0826,Per_Second,varies,1938.25,Calculator,"Affordable and reliable, highly recommended"
SKU-CE3372F586D6,n1,n1highmem8,8,52.0,arm64,Montréal,NORTHAMERICA-NORTHEAST1,Northamerica Northeast1 A ,RHEL,premium ,on-demand,0.5041,0.1113 USD,False, 30 % ,57%,YES,10/28/2025,USD,PD-STANDARD,10,1,,,0.0,0,same-region,up to 50GB,$0.010/GB,Per_Second,730,415.27,Pricing table,Overpriced for the specifications
SKU-8D4CD2F12A0D,c2,c2-highcpu-4,4,4,arm64,southamerica_east1,southamerica-east1,southamericaeast1f,SUSE,STANDARD,OnDemand,0.2208 USD,0.0735,no,, 57 % ,Y,10/26/2024,€,pd_standard,50 GB,4,,,0.0,0,same-region,100,0.0101,hourly,730,$160.76,Pricing table,"Moderate cost, suitable for most use cases"
SKU-80F2593DB132,n1, n1-standard-4 , 4vcpus ,15.0,X86-64,Europe West (Belgium),europe_west1,europe-west1-c,RHEL,Premium,OnDemand,0.2107,—,Y,20%, 45 % ,False,2024/07/12,EUR,pd-balanced, 100gb ,4,,NVIDIA_L4,4.0,2.3375,same-continent,100,0.08 USD/GB,per-second,106,,Calculator,Standard pricing for this configuration
SKU-45A2CD71D084,n2d,n2d-standard-64,64,256,x86_64,Europe West (Netherlands),EUROPE-WEST4,europe-west4-e,Windows Server 2019,Standard,on-demand,4.6329,1.5131 USD,False, 30 % ,0.5,False,2024/10/30,usd,PD-SSD, 25gb ,0,,,0.0,,same-region,1000,0.0105,per minute,424,,Calculator,Too expensive for what you get
SKU-BC1DF58CA25A,n2,n2standard96, 96vcpus ,384,X86-64,europe-north1,europe_north1,Europe North1 E ,linux,STANDARD,OnDemand,$5.0012,"1,1347",,30%, 50 % ,N,2023-03-18,€,pd_ssd,25GB,4,,,0.0,0,china,200,0.24 USD/GB,per minute,720,"3653,08 USD",Pricing table,Expensive compared to alternatives
SKU-5B059E5ED54F,t2d,t2d-highcpu-8,8 vCPU,8 GiB,X86-64,US-EAST1,US-EAST1,useast1d,RHEL,Premium,on_demand,0.2844 USD,"0,0622",Y,0.2,45%,False,20-06-2025,USD,pd-balanced,100,2,,,0.0,0,same-continent,500,$0.080/GB,hourly,varies,$257.60,Pricing API,Fair value proposition
SKU-ED02360FF62A,N2,n2-highcpu-8,8 vCPU, 8GB ,X86-64,europe_north1,EUROPE-NORTH1,Europe North1 B ,linux,STANDARD,on-demand,0.315,$0.0758,True, 30 % , 57 % ,False,01/22/2024,usd,pd_standard,10,4,0,,,,china,1000,0.2267,per_second,720,"453,95 USD",Pricing table,Expensive compared to alternatives
SKU-8925F5E3B321,t2d,t2d-standard-96,96,384,arm64,asia-southeast1,asia_southeast1,asia-southeast1-d,linux,premium ,on-demand,4.0439,$1.5175,0, 25 % ,50%,,05-05-2023,USD,PD-BALANCED,10,0,,,0.0,0,intercontinental,up to 200GB,"0,1215 /GB",per_second,230,,Manual,Great price point for the resources provided
SKU-3DCDA87767AF,A2,a2-highcpu-4, 4vcpus ,8,X86-64,Singapore,asia-southeast1,asiasoutheast1b,RHEL,Premium,on_demand,US$ 0.2719,"0,0598",True, 30 % ,,no,14/06/2023,US$,pd_ssd,25,0,,nvidia_t4,1.0,0.3216 USD,australia,1000,0.1859,Per_Second,690,$599.69,Pricing table,Pricing is unreasonable
SKU-CF134DCEFCE7,c3,c3highmem8,8,64,x86_64,Us Central1,US-CENTRAL1,uscentral1b,RHEL,STANDARD,on-demand,"€0,6725","€0,237",1,,,,2024/11/28,€,pd_standard,10 GB,0,0,,0.0,0,intercontinental,up to 100GB,"0,1222 /GB",per_second,720,,Pricing table,"Good value proposition, worth the investment"
SKU-A7D190E9D6EC,c3,c3-standard-4 ,4,16,X86-64,SOUTHAMERICA-EAST1 ,southamerica_east1,southamerica-east1-a ,RHEL,premium ,OnDemand,US$ 0.3006,0.1216 USD,False,25%,57%,YES,16-08-2024,USD,pd-ssd,50,0,,,0.0,0,intercontinental,1000,$0.120/GB,hourly,720,"344,61 USD",Calculator,"Good value proposition, worth the investment"
SKU-C9108E6701CC,t2d,t2d-highmem-8,8,64,arm64,europe-west4,EUROPE-WEST4,Europe West4 D ,SUSE,Premium,on_demand,"€0,4599",0.1554,Y,30%,,no,2023-10-23,EUR,PD-SSD,50 GB,1,,NVIDIA_A100_40GB,1.0,3.52,same-continent,500,0.08 USD/GB,hourly,730,,Calculator,Fair value proposition
SKU-9034EB961B21,e2,e2-highmem-64,64 vCPU,512,X86-64,europe-north1,europe-north1,Europe North1 C ,Windows Server 2022,Standard,on-demand,"4,6919","0,8459",,30%,45%,YES,25/10/2025,EUR,pd_balanced,10GB,2,,NVIDIA_K80,4.0,$0.8429,australia,1000,"€0,1892/GB",per-second,720,$3841.24,Manual,"Moderate cost, suitable for most use cases"
SKU-8F3A59976276,c3,c3-standard-2,2 vCPU,8,X86-64,europe_north1,EUROPE-NORTH1,Europe North1 B ,linux,STANDARD,on-demand,0.1282,$0.0195,Y,,,,07/26/2024,usd,PD-BALANCED,100GB,0,750,,0.0,0,australia,50,0.19 USD/GB,hourly,730,$112.90,Calculator,Reasonable pricing for enterprise workloads
SKU-105F3D77D06A,n2d,n2dSTANDARD2, 2vcpus ,8 GB,x86_64,australia-southeast1,AUSTRALIA-SOUTHEAST1,australia-southeast1-c,RHEL,STANDARD,on_demand,$0.1239,$0.0271,,,57%,N,2024/09/25,EUR,PD-STANDARD,25,1,750,,0.0,0,same-region,1000,0.01,per minute,730,"93,33 USD",Pricing table,Excellent performance at a reasonable price
SKU-C6FE1C5A94E8,e2,e2-highcpu-8,8 vCPU,8,arm64,Singapore,asia_southeast1,asia-southeast1-c,linux,STANDARD,OnDemand,US$ 0.2331,0.0674,,,0.5,Y,2023/01/21,usd,pd_ssd,10,4,,,,0,australia,10,0.185,per-second,730,151.03,Pricing API,Acceptable cost for the specifications
SKU-F145773C5E61,n1, n1-standard-16 ,16,60.0,X86-64,Europe West (Netherlands),europe-west4,europe-west4-c,Windows Server 2022,Standard,on-demand,US$ 1.1806,0.4817 USD,0,, 50 % ,1,03/12/2023,usd,pd_balanced,50 GB,0,,,,,same-region,200,0.0101,Per_Second,,,Manual,Reasonable pricing for enterprise workloads
SKU-F3B3B7203777,N2,n2-highmem-96,96,768,X86-64,me-central1,me_central1,ME-CENTRAL1-A,RHEL,STANDARD,on-demand,$8.2930,2.619,0,,,true,02-01-2025,USD,pd-ssd,100,1,,,0.0,0,same-region,up to 1000GB,$0.010/GB,per-second,approx 500,,Pricing API,"Average pricing, acceptable for standard workloads"
SKU-D089E18EC07A,c3,c3 HIGHCPU 2,2,2,X86-64,europe-west4,europe-west4,europe-west4-c,Linux,Premium,on-demand,$0.0944,0.0415 USD,N,0.3, 57 % ,False,27/03/2023,EUR,PD-BALANCED,50,1,375,,0.0,0,same-region,up to 10GB,0.0105,per minute,720,67.23,Calculator,Excellent price-performance ratio
SKU-9CA5A0BBE893,e2,e2-standard-64 ,64 vCPU,256 GB,X86-64,europe-north1 ,europe-north1,europe-north1-b ,Windows Server 2022,STANDARD,on-demand,3.6394 USD,,False,20%, 57 % ,no,2025-03-10,€,pd_ssd,100 GB,0,375,NVIDIA_A100_80GB,1.0,4.769,same-region,up to 50GB,0.0096,Per_Second,730,$6155.60,Calculator,Cost prohibitive for small projects
SKU-71DFFDCCC189,e2,e2-highmem-16,16,128,arm64,ASIA-EAST1,asia-east1,Asia East1 A ,Windows Server 2019,Premium,on_demand,1.2219,0.2033 USD,N, 25 % , 45 % ,False,24/08/2025,€,PD-SSD,25 GB,4,,,0.0,0,same-region,500,0.0102,per_second,730,$829.24,Calculator,Not cost-effective for our needs
SKU-5B7A5AF0D3E0,c2,c2-highmem-16,16,128,arm64,me_central1,ME-CENTRAL1,ME-CENTRAL1-E,RHEL,STANDARD,OnDemand,1.3965,0.3625 USD,0,20%, 45 % ,N,04/20/2025,USD,pd-balanced,10,0,,,0.0,0,same-region,50,0.0103,per_second,720,"1006,97 USD",Pricing table,Standard pricing structure
SKU-5E66C0712063,C3,c3-highmem-8,8, 64GIB ,X86-64,europe-north1,europe-north1,europe-north1-c,Linux,STANDARD,on-demand,0.6296,0.1242,YES, 20 % ,0.45,true,07/08/2024,US$,pd-balanced,50GB,0,,NVIDIA_T4,4.0,$1.3616,australia,1000,$0.196/GB,per_second,720,1634.17,Manual,Pricing is acceptable
SKU-551D376BB6CA,c3,c3-highmem-2,2,16,X86-64,europe-west4,europe-west4,EUROPE-WEST4-D,linux,Premium,OnDemand,US$ 0.1599,US$ 0.0269,true,,0.57,YES,10/13/2023,US$,PD-STANDARD,100,4,2x375,,0.0,0,australia,up to 100GB,0.1977,Per_Second,730,"140,47 USD",Pricing API,Very satisfied with the pricing and performance
SKU-FEE1F631F06E,E2,e2-highmem-4,4,32,X86-64,asia-east1,ASIA-EAST1,asia-east1-f,Linux,Standard,OnDemand,,0.0541,False,25%, 50 % ,true,14/09/2025,USD,pd-standard, 10gb ,1,,,0.0,,same-region,1000,0.01 USD/GB,per_second,approx 500,160.44,Calculator,"Expensive option, not recommended"
SKU-87535410E9F1,c2,c2-standard-32,32 vCPU, 128GIB ,arm64,Sydney,australia-southeast1,AUSTRALIA-SOUTHEAST1-F,Windows Server 2022,Standard,on_demand,,—,1,25%,,YES,2024-01-26,€,PD-SSD,10,4,0,,0.0,,same-region,1000,0.01,hourly,553,"1441,1 USD",Pricing API,Acceptable cost for the specifications
SKU-C9C2460E1EA8,t2d,T2D HIGHMEM 2,2,16,X86-64,europe-west1,EUROPE-WEST1,europewest1a,Linux,Premium,OnDemand,0.1153,0.0185,true, 20 % ,0.5,False,10/21/2023,US$,pd-ssd,100GB,4,,,0.0,0,australia,1000,0.1815,per_second,720,265.26,Pricing API,"Expensive option, not recommended"
SKU-44CD59F13B83,T2D,t2d-highcpu-64,64 vCPU,64,X86-64,US East (S. Carolina),US-EAST1,us-east1-b,Linux,STANDARD,OnDemand,,0.3600 USD,0,, 45 % ,YES,2023/03/29,USD,pd_standard,50 GB,2,0,,0.0,0,same-region,10,0.0099,per_second,730,1409.94,Calculator,"Not worth the price, overpriced"
SKU-050B4A361699,n2,N2 HIGHMEM 16,16 vCPU, 128GB ,X86-64,australia-southeast1,AUSTRALIA-SOUTHEAST1,AUSTRALIA-SOUTHEAST1-C,Windows Server 2019,Standard,OnDemand,1.7934,US$ 0.7182,0,30%,0.57,no,24/11/2024,US$,pd_balanced,10,0,,,0.0,0,same-continent,100,0.0774,hourly,720,1299.98,Manual,Too costly relative to resources
SKU-8BCEC3690C22,n2,n2-highmem-2,2 vCPU,16,X86-64,us-west1,us_west1,Us West1 D ,RHEL,STANDARD,OnDemand,$0.1481,"€0,0259",YES,0.2, 57 % ,N,10/30/2025,EUR,PD-BALANCED,10 GB,1,,NVIDIA_A100_80GB,4.0,16.7243,china,up to 100GB,0.2398,per minute,,,Calculator,Pricing is acceptable
SKU-C4FC8B36CDEA,n2d,n2dHIGHMEM8,8,64,X86-64,Southamerica East1,southamerica_east1,southamerica-east1-b,Windows Server 2019,Standard,on-demand,$0.7830,$0.1848,1,0.2,45%,YES,04-03-2023,US$,pd_ssd,50,0,,,0.0,,same-continent,50,$0.079/GB,per_second,720,$576.24,Calculator,"Price is reasonable, nothing exceptional"
SKU-DCF5555E4DC3,c3,c3-highcpu-4, 4vcpus ,4,X86-64,us-east4,us_east4,useast4f,linux,Standard,on_demand,"0,1862","€0,0444",0,,0.57,Y,01/26/2024,EUR,PD-SSD,25 GB,0,750,,0.0,0,intercontinental,100,0.1244,per-second,225,58.59,Manual,Excellent balance of price and performance
SKU-6885779EC3D4,n2d,n2d-highmem-16,16,128,arm64,australia-southeast1,australia_southeast1,australiasoutheast1a,linux,Standard,on_demand,,US$ 0.4167,true,, 50 % ,YES,05/18/2023,usd,PD-STANDARD,100,0,750,NVIDIA_A100_40GB,2.0,$7.0860,intercontinental,50,"0,126 /GB",Per_Second,730,,Calculator,Reasonable pricing for enterprise workloads
SKU-54A0DEA17D5E,n1,N1 HIGHCPU 8,8,7GB,x86_64,australia_southeast1,australia-southeast1,australia-southeast1-b,SUSE,Premium,on_demand,US$ 0.3710,0.1031,no, 30 % ,57%,,24/04/2025,US$,pd-balanced,10 GB,0,,,0.0,0,intercontinental,50,0.11 USD/GB,Per_Second,720,"273,81 USD",Manual,"Good value proposition, worth the investment"
SKU-1D89D268DA1F,n2d,n2d-standard-4,4,16,arm64,northamerica-northeast1,northamerica-northeast1,northamerica-northeast1-c,linux,Standard,on-demand,US$ 0.1967,US$ 0.0505,Y, 25 % ,50%,False,07/29/2025,usd,pd-standard,10GB,4,,,0.0,0,same-region,100,$0.010/GB,per-second,varies,134.88,Pricing table,Excellent balance of price and performance
SKU-1CFC2E05E3C5,c3,c3-standard-16,16,64 GiB,x86_64,europe-north1,EUROPE-NORTH1,europe-north1-c,RHEL,Standard,OnDemand,1.0787 USD,US$ 0.3575,True,0.2,57%,True,2023-06-13,US$,pd_ssd,100,0,0,NVIDIA_V100,1.0,2.4550 USD,intercontinental,1000,0.1149,hourly,720,2676.24,Pricing API,Cost prohibitive for small projects
SKU-9D42F6C05F2F,n2,n2-standard-4,4,16,X86-64,US West (Oregon),us_west1,us-west1-b,linux,Standard,on-demand,"0,2070",,False,0.25,57%,,28-07-2025,US$,pd-ssd, 25gb ,0,750,,0.0,0,same-continent,up to 50GB,0.0803,per-second,varies,$144.38,Pricing table,Reasonable cost for enterprise use
SKU-EBF7556F557B,C3,c3-highcpu-2,2,2,x86_64,EUROPE-WEST1,europe-west1,Europe West1 E ,Windows Server 2022,STANDARD,on-demand,$0.1369,"0,0354",Y,,50%,N,08-10-2023,usd,pd_standard,50GB,0,,,,,china,10,0.24 USD/GB,Per_Second,730,"104,35 USD",Calculator,Cost prohibitive for small projects
SKU-51823D5F1B74,a2,a2-highmem-16,16,256,x86_64,asia-east1,asia-east1,asia-east1-b,linux,Premium,OnDemand,US$ 2.4479,US$ 0.4276,,, 45 % ,False,15/03/2024,usd,pd-ssd,50,0,,,0.0,0,intercontinental,100,0.1223,per-second,687,,Calculator,"Not worth the price, overpriced"
SKU-E2CD5FBA0BD7,n2d,n2d-highmem-8, 8vcpus ,64,X86-64,me_central1,me_central1,me-central1-e,Windows Server 2019,STANDARD,on_demand,"0,8200",0.2538 USD,true,0.25, 57 % ,True,04/21/2023,USD,PD-SSD,10,4,375,,0.0,0,australia,50,0.1851,hourly,692,"586,02 USD",Manual,Excellent balance of price and performance
SKU-111234AEF12A,n2,n2-highmem-64,64 vCPU,512 GB,x86_64,europe-north1,EUROPE-NORTH1,Europe North1 D ,Linux,Standard,on_demand,4.674,,N,20%,0.57,False,2024/10/15,€,PD-STANDARD,100GB,0,,,0.0,,same-region,50,0.0103,Per_Second,720,3369.79,Pricing table,"Price is reasonable, nothing exceptional"
SKU-B38EA509307B,A2,a2-standard-8, 8vcpus ,96 GB,x86_64,Europe West (Netherlands),EUROPE-WEST4,europe-west4-e,Linux,STANDARD,OnDemand,"0,9971",0.1582,no, 25 % , 57 % ,,2024/04/08,usd,pd-ssd,25 GB,0,,,0.0,,same-continent,up to 500GB,0.08 USD/GB,Per_Second,730,$773.50,Pricing API,Satisfied with the cost and performance
